2025-11-30 16:08:33 | INFO     | src.database.connection:_initialize_schema:140 - Database schema initialized successfully
2025-11-30 16:08:34 | INFO     | src.scrapers.factory:create_scraper:32 - Creating scraper for: falabella
2025-11-30 16:08:34 | INFO     | src.scrapers.base:run_scraping:112 - Starting scraping for falabella
2025-11-30 16:08:34 | INFO     | src.scrapers.base:run_scraping:116 - Searching: laptop
2025-11-30 16:08:34 | INFO     | src.scrapers.falabella:search_products:74 - Scraping page 1 for 'laptop'
2025-11-30 16:08:35 | INFO     | src.scrapers.falabella:safe_request:45 - Loading: https://www.falabella.com.pe/falabella-pe/search?Ntt=laptop...
2025-11-30 16:08:48 | INFO     | src.scrapers.falabella:safe_request:57 - HTML loaded: 2214353 bytes
2025-11-30 16:08:48 | INFO     | src.scrapers.falabella:search_products:85 - Saved HTML to debug_scraper.html
2025-11-30 16:08:48 | DEBUG    | src.scrapers.falabella:_extract_categories:139 - Breadcrumb texts: ['Tecnología - Computadoras']
2025-11-30 16:08:48 | INFO     | src.scrapers.falabella:search_products:91 - Categories: {'category': 'Tecnología', 'subcategory': 'Computadoras', 'sub_subcategory': None}
2025-11-30 16:08:48 | DEBUG    | src.scrapers.falabella:_extract_products_with_prices:198 - Selector 'div.grid-pod': found 56 containers
2025-11-30 16:08:48 | DEBUG    | src.scrapers.falabella:_extract_image_url:384 - No img tags found in container
2025-11-30 16:08:48 | DEBUG    | src.scrapers.falabella:_extract_image_url:384 - No img tags found in container
2025-11-30 16:08:48 | DEBUG    | src.scrapers.falabella:_extract_image_url:384 - No img tags found in container
2025-11-30 16:08:48 | DEBUG    | src.scrapers.falabella:_extract_image_url:384 - No img tags found in container
2025-11-30 16:08:48 | DEBUG    | src.scrapers.falabella:_extract_image_url:384 - No img tags found in container
2025-11-30 16:08:48 | DEBUG    | src.scrapers.falabella:_extract_image_url:384 - No img tags found in container
2025-11-30 16:08:48 | DEBUG    | src.scrapers.falabella:_extract_image_url:384 - No img tags found in container
2025-11-30 16:08:48 | DEBUG    | src.scrapers.falabella:_extract_image_url:384 - No img tags found in container
2025-11-30 16:08:48 | DEBUG    | src.scrapers.falabella:_extract_image_url:384 - No img tags found in container
2025-11-30 16:08:48 | DEBUG    | src.scrapers.falabella:_extract_image_url:384 - No img tags found in container
2025-11-30 16:08:48 | DEBUG    | src.scrapers.falabella:_extract_image_url:384 - No img tags found in container
2025-11-30 16:08:48 | DEBUG    | src.scrapers.falabella:_extract_image_url:384 - No img tags found in container
2025-11-30 16:08:48 | DEBUG    | src.scrapers.falabella:_extract_image_url:384 - No img tags found in container
2025-11-30 16:08:48 | DEBUG    | src.scrapers.falabella:_extract_image_url:384 - No img tags found in container
2025-11-30 16:08:48 | DEBUG    | src.scrapers.falabella:_extract_image_url:384 - No img tags found in container
2025-11-30 16:08:48 | DEBUG    | src.scrapers.falabella:_extract_image_url:384 - No img tags found in container
2025-11-30 16:08:48 | DEBUG    | src.scrapers.falabella:_extract_image_url:384 - No img tags found in container
2025-11-30 16:08:48 | DEBUG    | src.scrapers.falabella:_extract_image_url:384 - No img tags found in container
